date,open,high,low,close,volume
2021-03-10,50.3759,50.8797,49.8435,50.3469,1505000
2021-03-11,50.2271,50.7294,49.6667,50.1684,1515000
2021-03-12,50.1021,50.6031,49.52,50.0202,1525000
2021-03-15,50.007,50.5071,49.4119,49.911,1535000
2021-03-16,49.9477,50.4471,49.3496,49.8481,1545000
2021-03-17,49.929,50.4282,49.3383,49.8367,1555000
2021-03-18,49.9549,50.4545,49.3812,49.88,1565000
2021-03-19,50.0285,50.5288,49.4794,49.9792,1575000
2021-03-22,50.1512,50.6527,49.6316,50.1329,1585000
2021-03-23,50.323,50.8414,49.8197,50.338,1595000
2021-03-24,50.542,51.095,50.0366,50.5891,1605000
2021-03-25,50.8046,51.3876,50.2966,50.8788,1615000
2021-03-26,51.105,51.7105,50.5939,51.1985,1625000
2021-03-29,51.4355,52.0535,50.9211,51.5382,1635000
2021-03-30,51.7864,52.4059,51.2686,51.8871,1645000
2021-03-31,52.1467,52.7565,51.6252,52.2341,1655000
2021-04-01,52.504,53.0939,51.9789,52.5682,1665000
2021-04-02,52.8452,53.4077,52.3167,52.8789,1675000
2021-04-05,53.1575,53.689,52.625,53.1565,1685000
2021-04-06,53.4287,53.9629,52.8589,53.3928,1695000
2021-04-07,53.6482,54.1847,53.0454,53.5812,1705000
2021-04-08,53.8078,54.3458,53.1797,53.7169,1715000
2021-04-09,53.902,54.4411,53.2593,53.7972,1725000
2021-04-12,53.929,54.4683,53.2837,53.8219,1735000
2021-04-13,53.8901,54.429,53.2548,53.7927,1745000
2021-04-14,53.7906,54.3285,53.1764,53.7136,1755000
2021-04-15,53.6386,54.175,53.0545,53.5904,1765000
2021-04-16,53.4451,53.9796,52.8966,53.431,1775000
2021-04-19,53.2231,53.7768,52.6909,53.2444,1785000
2021-04-20,52.9869,53.5713,52.457,53.0409,1795000
2021-04-21,52.7508,53.3596,52.2232,52.8313,1805000
2021-04-22,52.5288,53.1532,52.0035,52.6269,1815000
2021-04-23,52.3338,52.963,51.8105,52.4386,1825000
2021-04-26,52.1767,52.7994,51.6549,52.2767,1835000
2021-04-27,52.066,52.6718,51.5454,52.1503,1845000
2021-04-28,52.0079,52.5881,51.4879,52.0674,1855000
2021-04-29,52.0059,52.5544,51.4858,52.034,1865000
2021-04-30,52.0605,52.5811,51.5338,52.0543,1875000
2021-05-03,52.1701,52.6918,51.609,52.1303,1885000
2021-05-04,52.331,52.8543,51.739,52.2616,1895000
2021-05-05,52.5374,53.0627,51.9215,52.4459,1905000
2021-05-06,52.7823,53.3101,52.1518,52.6786,1915000
2021-05-07,53.0579,53.5885,52.4237,52.9532,1925000
2021-05-10,53.3557,53.8892,52.729,53.2616,1935000
2021-05-11,53.6672,54.2039,53.0583,53.5942,1945000
2021-05-12,53.9842,54.5241,53.4012,53.9407,1955000
2021-05-13,54.2988,54.8418,53.7469,54.2898,1965000
2021-05-14,54.6035,55.1769,54.0575,54.6306,1975000
2021-05-17,54.8917,55.5018,54.3428,54.9523,1985000
2021-05-18,55.157,55.7972,54.6054,55.2447,1995000
2021-05-19,55.3938,56.0541,54.8398,55.4991,2005000
2021-05-20,55.5967,56.2652,55.0407,55.7081,2015000
2021-05-21,55.7611,56.4248,55.2035,55.8661,2025000
2021-05-24,55.8827,56.5294,55.3238,55.9697,2035000
2021-05-25,55.9582,56.5776,55.3986,56.0175,2045000
2021-05-26,55.9854,56.5704,55.4256,56.0103,2055000
2021-05-27,55.9635,56.5231,55.3918,55.9513,2065000
2021-05-28,55.8934,56.4524,55.2872,55.8456,2075000
2021-05-31,55.7783,56.336,55.1432,55.7002,2085000
2021-06-01,55.6232,56.1794,54.9685,55.5238,2095000
2021-06-02,55.4357,55.9901,54.7727,55.326,2105000
2021-06-03,55.2255,55.7778,54.5664,55.1176,2115000
2021-06-04,55.004,55.5541,54.3606,54.9097,2125000
2021-06-07,54.7838,55.3317,54.1663,54.7134,2135000
2021-06-08,54.5783,55.1241,53.9939,54.5393,2145000
2021-06-09,54.4006,54.9446,53.8531,54.3971,2155000
2021-06-10,54.2631,54.8382,53.7205,54.2953,2165000
2021-06-11,54.1764,54.7831,53.6347,54.2407,2175000
2021-06-14,54.149,54.7807,53.6075,54.2383,2185000
2021-06-15,54.1864,54.8339,53.6445,54.291,2195000
2021-06-16,54.2909,54.9435,53.748,54.3995,2205000
2021-06-17,54.4615,55.1078,53.9169,54.5622,2215000
2021-06-18,54.6938,55.3232,54.1469,54.7754,2225000
2021-06-21,54.98,55.5839,54.4302,55.0335,2235000
2021-06-22,55.3098,55.8822,54.7567,55.3289,2245000
2021-06-23,55.6704,56.2271,55.0962,55.6527,2255000
2021-06-24,56.0477,56.6081,55.4348,55.9947,2265000
2021-06-25,56.4269,56.9912,55.7807,56.3441,2275000
2021-06-28,56.7936,57.3616,56.1228,56.6897,2285000
2021-06-29,57.1343,57.7057,56.4504,57.0206,2295000
2021-06-30,57.4373,58.0117,56.7531,57.3264,2305000
2021-07-01,57.6934,58.2703,57.0216,57.5976,2315000
2021-07-02,57.8961,58.4751,57.248,57.8262,2325000
2021-07-05,58.042,58.6224,57.4259,58.006,2335000
2021-07-06,58.1304,58.7138,57.5491,58.1325,2345000
2021-07-07,58.1635,58.7855,57.5818,58.2035,2355000
2021-07-08,58.1453,58.8011,57.5639,58.2189,2365000
2021-07-09,58.082,58.7628,57.5011,58.181,2375000
2021-07-12,57.9806,58.6749,57.4008,58.094,2385000
2021-07-13,57.8489,58.5438,57.2705,57.9641,2395000
2021-07-14,57.6952,58.3774,57.1182,57.7994,2405000
2021-07-15,57.5274,58.1854,56.9521,57.6093,2415000
